"date","gdp","growth"
2018-04-01,20150.476,2.11768492150739
2018-07-01,20276.154,2.48704193009033
2018-10-01,20304.874,0.566175993273532
2019-01-01,20431.641,2.48950916290696
2019-04-01,20602.275,3.32671117315826
2019-07-01,20843.322,4.65284103236385
2019-10-01,20985.448,2.71825438722146
2020-01-01,20709.212,-5.30024788318642
2020-04-01,19077.992,-32.8172824161079
2020-07-01,20558.879,29.9029985449792
2020-10-01,20791.917,4.50855586281733
2021-01-01,21082.134,5.54465861389559
2021-04-01,21440.929,6.75028541670528
2021-07-01,21617.828,3.28667165676748
2021-10-01,21988.737,6.80480923588576
2022-01-01,21932.71,-1.0204951651815
2022-04-01,21967.045,0.625698380341078
2022-07-01,22125.625,2.87722533011703
2022-10-01,22278.345,2.75147654012926
2023-01-01,22439.607,2.88497467969933
2023-04-01,22580.499,2.50363621920613
2023-07-01,22840.989,4.58801095843668
2023-10-01,23033.78,3.36205961058766
2024-01-01,23082.119,0.838565765857879
2024-04-01,23286.508,3.52635541709461
2024-07-01,23478.57,3.28558125961962
2024-10-01,23586.542,1.83528197133214
